credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1.00,home_improvement,0.0964,154.08,11.00,12.94,697.00,2969.04,2822.00,9.90,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1059,650.90,11.59,11.96,707.00,5070.00,21004.00,97.70,0.00,0.00,0.00,0.00
1.00,all_other,0.1375,81.74,10.76,24.08,667.00,2820.00,11675.00,75.80,1.00,0.00,0.00,0.00
1.00,all_other,0.0901,238.54,9.88,10.37,712.00,1230.04,3933.00,43.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1280,335.98,10.98,7.51,662.00,4109.04,7251.00,80.60,3.00,0.00,2.00,0.00
1.00,all_other,0.1217,93.23,10.71,19.19,692.00,4440.04,88.00,44.00,1.00,3.00,0.00,1.00
1.00,all_other,0.0933,95.87,10.51,2.69,697.00,4680.00,1492.00,33.20,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0996,95.94,10.13,14.16,692.00,1918.04,7121.00,33.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1280,554.37,11.03,19.22,677.00,3060.04,17641.00,69.50,2.00,0.00,0.00,0.00
1.00,small_business,0.1438,859.07,11.29,20.79,682.00,3059.04,30946.00,61.50,3.00,0.00,0.00,1.00
1.00,major_purchase,0.0838,472.68,11.25,7.96,772.00,5909.04,0.00,0.00,0.00,0.00,0.00,0.00
1.00,credit_card,0.1091,586.90,11.23,10.34,697.00,2669.04,23391.00,90.70,1.00,0.00,0.00,0.00
1.00,major_purchase,0.0964,224.69,9.88,21.23,772.00,5881.00,16324.00,48.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1280,483.81,10.49,8.47,662.00,2670.04,7104.00,93.50,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1217,399.55,10.09,14.50,672.00,1950.04,9273.00,43.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1186,232.04,10.83,17.02,672.00,4380.00,6718.00,94.60,3.00,0.00,0.00,0.00
1.00,small_business,0.0964,802.47,11.23,17.06,767.00,5691.04,12017.00,12.10,4.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1091,304.90,11.16,18.96,692.00,5430.00,5749.00,43.20,1.00,1.00,0.00,0.00
1.00,small_business,0.1249,836.23,11.28,7.99,692.00,4739.00,6530.00,21.80,0.00,1.00,0.00,0.00
1.00,all_other,0.0775,124.89,10.09,6.00,752.00,2729.04,2666.00,12.10,0.00,0.00,0.00,0.00
1.00,all_other,0.1028,113.40,10.78,17.65,687.00,2070.00,3761.00,55.40,2.00,0.00,0.00,0.00
1.00,credit_card,0.1407,842.47,11.70,12.81,677.00,5340.04,33698.00,91.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1091,817.41,11.20,22.13,737.00,9900.00,3472.00,4.50,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1596,421.65,10.46,20.82,667.00,6750.04,14534.00,48.90,3.00,1.00,0.00,0.00
1.00,educational,0.0933,575.17,11.00,9.96,732.00,2732.04,6703.00,47.50,1.00,0.00,0.00,0.00
1.00,all_other,0.1312,405.03,11.56,18.25,667.00,4358.00,5861.00,53.80,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1280,167.99,10.15,18.65,662.00,1380.00,5061.00,72.30,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0996,677.22,10.90,3.77,722.00,6149.00,16888.00,39.50,0.00,0.00,0.00,0.00
1.00,all_other,0.1154,131.99,10.84,9.14,667.00,3990.00,463.00,92.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0933,281.20,10.13,0.00,712.00,3360.04,0.00,0.00,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0964,802.47,10.78,9.78,742.00,2550.00,8283.00,12.70,4.00,0.00,0.00,0.00
1.00,credit_card,0.1091,505.16,11.62,10.86,687.00,3420.04,46525.00,93.60,0.00,0.00,0.00,0.00
1.00,home_improvement,0.0743,180.23,10.63,2.32,772.00,2610.04,2650.00,6.60,0.00,0.00,0.00,0.00
1.00,small_business,0.0933,798.84,11.51,1.57,762.00,6359.04,17.00,0.10,5.00,0.00,0.00,1.00
1.00,all_other,0.0933,319.54,10.51,19.46,727.00,4470.04,827.00,6.60,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0964,32.10,8.52,18.00,702.00,1200.04,961.00,26.00,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0964,192.60,9.80,2.87,697.00,1199.04,1554.00,29.30,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1407,764.64,11.81,3.66,672.00,5790.00,10753.00,52.30,2.00,3.00,0.00,1.00
1.00,all_other,0.0712,30.94,11.70,0.65,792.00,3810.04,2227.00,3.80,1.00,0.00,0.00,0.00
1.00,credit_card,0.0901,381.66,11.52,6.64,722.00,10290.04,7606.00,18.60,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1249,301.04,11.00,4.64,662.00,2222.00,8355.00,34.40,0.00,2.00,0.00,1.00
1.00,credit_card,0.1438,687.25,11.33,16.05,667.00,2190.00,27293.00,86.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0964,320.99,11.11,3.60,712.00,2850.00,10157.00,26.20,0.00,1.00,0.00,0.00
1.00,small_business,0.1470,862.97,11.37,5.79,677.00,4739.00,4209.00,75.20,2.00,0.00,0.00,1.00
1.00,credit_card,0.0807,250.95,10.90,10.44,767.00,3449.04,0.00,0.00,1.00,0.00,0.00,0.00
1.00,all_other,0.0743,87.01,10.29,3.96,767.00,3930.00,1773.00,5.00,1.00,0.00,0.00,0.00
1.00,all_other,0.0775,62.45,10.09,2.40,742.00,2290.04,949.00,55.80,1.00,0.00,0.00,1.00
1.00,home_improvement,0.1375,851.41,11.23,19.78,687.00,2399.04,12308.00,43.60,2.00,0.00,0.00,1.00
1.00,credit_card,0.1059,244.09,10.60,12.10,687.00,4019.00,7914.00,30.80,3.00,2.00,0.00,0.00
1.00,debt_consolidation,0.1438,687.25,10.66,15.70,672.00,3690.00,9150.00,96.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1122,656.86,10.56,14.04,702.00,1800.00,21777.00,53.70,3.00,0.00,0.00,0.00
1.00,all_other,0.1280,537.57,11.48,12.43,667.00,2580.00,4281.00,63.00,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0964,320.99,10.13,8.17,712.00,3300.00,4475.00,63.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0996,386.99,11.51,8.17,707.00,3839.04,25413.00,45.20,2.00,0.00,0.00,0.00
1.00,small_business,0.0838,315.12,11.58,2.28,742.00,4740.00,15043.00,65.20,2.00,0.00,0.00,0.00
1.00,major_purchase,0.1059,292.91,10.16,5.56,682.00,1350.04,6353.00,39.50,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0807,125.48,9.98,10.33,742.00,1920.04,3737.00,55.80,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0933,383.45,11.14,7.47,717.00,5580.04,11370.00,41.60,0.00,2.00,0.00,0.00
1.00,debt_consolidation,0.1343,523.78,10.49,17.40,667.00,10380.04,18403.00,73.30,0.00,1.00,0.00,0.00
1.00,all_other,0.1217,199.78,11.70,6.81,662.00,2041.04,19504.00,77.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0933,575.17,11.53,16.95,747.00,3630.00,10463.00,8.20,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0901,95.42,9.21,6.72,707.00,3329.00,2808.00,51.10,3.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0901,477.07,11.17,6.88,742.00,4589.04,6297.00,14.50,0.00,0.00,0.00,0.00
1.00,all_other,0.0807,345.06,11.03,14.07,792.00,7867.04,33060.00,21.70,0.00,0.00,0.00,0.00
1.00,all_other,0.1122,155.19,9.89,23.03,717.00,2580.00,4500.00,13.00,0.00,0.00,0.00,1.00
1.00,home_improvement,0.0996,644.97,11.21,13.28,732.00,1770.00,2344.00,9.80,1.00,0.00,0.00,0.00
1.00,all_other,0.0712,92.80,11.01,1.19,797.00,6270.04,2907.00,4.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0996,306.36,10.97,21.93,727.00,4593.04,26218.00,28.70,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1154,143.53,10.00,24.71,707.00,1291.04,5967.00,25.50,0.00,0.00,0.00,0.00
1.00,credit_card,0.0964,288.89,11.63,10.36,702.00,6119.00,27786.00,85.50,2.00,0.00,1.00,1.00
1.00,all_other,0.0933,87.88,11.63,13.46,702.00,6120.00,27786.00,85.50,2.00,0.00,1.00,1.00
1.00,all_other,0.0901,381.66,11.70,4.28,722.00,4080.04,7335.00,45.80,1.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1122,197.06,10.81,0.00,672.00,2519.00,0.00,0.00,1.00,1.00,0.00,0.00
1.00,credit_card,0.0807,83.92,10.60,16.68,737.00,6988.00,19210.00,48.30,0.00,0.00,0.00,0.00
1.00,small_business,0.0964,481.48,10.60,4.05,717.00,2759.04,11601.00,85.90,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0996,253.16,10.17,6.14,697.00,2040.04,991.00,34.20,1.00,0.00,0.00,0.00
1.00,all_other,0.0743,77.69,13.17,2.45,762.00,6240.00,141287.00,9.40,5.00,1.00,0.00,0.00
1.00,all_other,0.1014,97.00,11.70,8.71,687.00,2311.04,199.00,1.10,1.00,1.00,0.00,0.00
1.00,all_other,0.1046,259.87,11.70,11.28,692.00,5018.04,63580.00,80.60,1.00,0.00,0.00,1.00
1.00,home_improvement,0.0743,124.30,11.04,5.82,772.00,5430.00,773.00,4.80,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1330,67.68,9.80,22.00,662.00,1470.00,1042.00,37.20,3.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1330,406.07,10.20,7.16,662.00,1530.04,137.00,3.20,1.00,1.00,0.00,1.00
1.00,credit_card,0.0983,241.41,11.47,2.69,712.00,4709.00,1944.00,47.40,0.00,0.00,1.00,0.00
1.00,small_business,0.1393,170.72,10.55,20.72,662.00,7109.04,16613.00,18.30,1.00,1.00,0.00,1.00
1.00,educational,0.0838,293.85,9.39,0.00,737.00,1139.00,0.00,0.00,1.00,0.00,0.00,0.00
1.00,credit_card,0.1330,318.09,10.82,17.04,662.00,6179.00,5181.00,97.80,3.00,0.00,1.00,0.00
1.00,major_purchase,0.0920,63.79,10.09,18.65,727.00,3455.04,597.00,14.20,2.00,1.00,0.00,0.00
1.00,all_other,0.0743,217.52,11.00,1.72,807.00,7230.00,3202.00,1.10,1.00,0.00,0.00,0.00
1.00,credit_card,0.1236,667.74,11.80,13.42,687.00,3420.04,46086.00,92.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1236,133.55,10.82,8.66,662.00,6839.04,9380.00,44.10,1.00,0.00,1.00,1.00
1.00,debt_consolidation,0.1014,421.14,10.60,17.01,752.00,4349.00,35944.00,56.20,2.00,0.00,0.00,0.00
1.00,all_other,0.1362,339.94,10.81,1.21,672.00,2519.00,0.00,0.00,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1078,365.51,11.00,14.26,702.00,6780.04,7973.00,89.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0807,313.69,10.11,9.95,752.00,5167.00,8522.00,21.70,1.00,0.00,0.00,0.00
1.00,credit_card,0.1583,876.83,11.70,18.08,677.00,3330.00,62976.00,86.10,2.00,2.00,0.00,0.00
1.00,debt_consolidation,0.1362,316.99,10.31,21.88,667.00,1601.04,7429.00,82.50,0.00,0.00,0.00,0.00
1.00,small_business,0.1236,701.12,10.78,0.85,682.00,2579.00,639.00,13.60,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1014,485.00,11.39,13.73,732.00,5489.00,14903.00,35.30,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1236,133.55,10.60,9.48,662.00,4080.04,2923.00,28.40,3.00,0.00,0.00,0.00
1.00,credit_card,0.0838,362.39,11.58,8.16,757.00,5790.00,18314.00,50.60,1.00,0.00,0.00,0.00
1.00,all_other,0.0712,108.27,10.27,0.00,777.00,3034.04,150.00,7.50,1.00,0.00,0.00,0.00
1.00,all_other,0.1236,240.39,9.76,4.58,662.00,3840.04,0.00,0.00,2.00,0.00,0.00,0.00
1.00,all_other,0.0743,62.15,11.13,9.99,767.00,8190.04,2475.00,5.40,1.00,1.00,0.00,0.00
1.00,all_other,0.0838,66.18,9.89,2.36,722.00,5790.00,1489.00,62.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1109,327.82,10.63,19.32,702.00,2849.00,15368.00,87.10,0.00,0.00,0.00,0.00
1.00,all_other,0.0743,69.14,11.70,7.67,762.00,6007.04,21521.00,29.50,1.00,0.00,0.00,1.00
1.00,home_improvement,0.1078,313.30,11.02,14.06,702.00,5700.04,4781.00,15.50,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1141,329.34,11.27,14.03,692.00,4470.04,8473.00,27.60,3.00,1.00,1.00,0.00
1.00,all_other,0.1236,292.97,10.73,15.53,677.00,1848.00,8494.00,44.20,1.00,0.00,0.00,0.00
1.00,all_other,0.0838,315.12,11.15,14.03,762.00,5519.00,11333.00,45.50,5.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0807,225.86,11.02,17.00,762.00,5340.04,9366.00,40.70,4.00,0.00,0.00,1.00
1.00,major_purchase,0.0838,63.03,10.46,18.96,742.00,2190.00,4922.00,30.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1267,536.57,11.42,10.13,677.00,5280.04,23129.00,79.80,0.00,1.00,0.00,1.00
1.00,small_business,0.1204,126.29,11.05,12.50,667.00,3300.00,29736.00,80.20,3.00,0.00,0.00,0.00
1.00,credit_card,0.0951,192.23,11.61,16.87,722.00,8519.04,67232.00,41.10,1.00,0.00,0.00,0.00
1.00,all_other,0.1014,97.00,10.78,0.00,692.00,5160.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0920,318.93,11.25,5.93,727.00,4800.00,11496.00,26.60,0.00,0.00,0.00,0.00
1.00,credit_card,0.1078,228.45,10.51,7.76,687.00,2010.04,6999.00,65.70,0.00,0.00,0.00,0.00
1.00,all_other,0.1172,72.78,10.58,17.20,667.00,1410.00,4863.00,69.50,0.00,1.00,0.00,0.00
1.00,all_other,0.1141,16.47,9.88,3.69,667.00,8820.00,12229.00,90.60,0.00,0.00,1.00,0.00
1.00,all_other,0.0775,124.89,10.96,1.33,767.00,2485.04,2325.00,8.20,0.00,0.00,0.00,0.00
1.00,all_other,0.1109,262.26,11.18,5.12,687.00,1949.04,14653.00,95.10,0.00,0.00,0.00,1.00
1.00,credit_card,0.0838,236.34,11.23,6.06,742.00,3149.04,4286.00,40.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1204,265.87,10.71,16.06,677.00,1949.04,8009.00,68.50,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0775,101.47,10.49,2.73,742.00,2550.00,2353.00,12.40,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0775,218.55,10.82,10.37,767.00,4410.00,6634.00,9.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1014,38.80,10.31,19.76,702.00,4529.04,0.00,0.00,0.00,0.00,0.00,0.00
1.00,credit_card,0.1141,247.00,11.18,14.65,682.00,3329.00,5608.00,47.10,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1299,673.79,10.78,18.98,682.00,4830.04,13649.00,42.40,1.00,0.00,0.00,1.00
1.00,all_other,0.1078,79.96,10.55,14.84,677.00,4140.04,9973.00,33.80,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1204,498.51,10.76,17.95,677.00,2609.00,16502.00,63.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1488,692.14,11.24,7.11,667.00,3899.04,15773.00,95.00,0.00,0.00,0.00,1.00
1.00,small_business,0.0951,800.95,11.08,2.14,777.00,4559.04,3326.00,14.30,6.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0983,289.69,9.98,4.83,712.00,1620.04,7263.00,39.00,0.00,0.00,0.00,0.00
1.00,all_other,0.0838,264.71,10.55,13.10,767.00,7560.04,3451.00,19.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1267,117.38,10.78,13.10,662.00,9659.04,16770.00,50.70,0.00,0.00,0.00,0.00
1.00,all_other,0.1078,293.72,10.49,7.93,692.00,2429.04,17042.00,75.10,0.00,0.00,0.00,0.00
1.00,major_purchase,0.1267,563.40,11.00,20.06,697.00,4560.04,10686.00,49.40,0.00,0.00,0.00,0.00
1.00,credit_card,0.0920,318.93,12.01,0.33,732.00,3600.00,45.00,0.40,0.00,0.00,0.00,0.00
1.00,all_other,0.0951,230.68,10.39,15.84,717.00,1800.00,3247.00,33.30,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1520,730.04,11.23,21.84,677.00,2640.04,27839.00,72.70,0.00,1.00,0.00,0.00
1.00,all_other,0.0775,312.22,11.66,2.89,807.00,5160.00,0.00,0.00,1.00,0.00,0.00,0.00
1.00,major_purchase,0.0807,250.95,11.00,9.58,757.00,13109.00,17246.00,13.70,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1425,514.49,10.78,19.05,667.00,6209.00,14036.00,64.40,0.00,0.00,0.00,0.00
1.00,small_business,0.1046,16.25,10.17,14.17,692.00,4919.04,5643.00,60.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1204,372.22,10.71,21.33,697.00,4710.00,17850.00,66.30,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0951,320.38,10.92,7.59,722.00,2340.04,8382.00,20.40,1.00,0.00,0.00,0.00
1.00,small_business,0.1836,504.13,11.34,23.04,662.00,6690.04,24280.00,93.40,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1172,413.51,10.49,11.90,677.00,2970.00,8375.00,91.00,3.00,0.00,0.00,0.00
1.00,all_other,0.1014,485.00,11.34,19.86,742.00,2763.04,6437.00,28.60,4.00,0.00,0.00,0.00
1.00,credit_card,0.1172,307.66,11.03,20.09,697.00,6392.04,16890.00,64.00,0.00,0.00,0.00,0.00
1.00,all_other,0.1078,130.54,10.37,0.38,682.00,1290.04,887.00,38.60,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1299,370.59,10.87,17.94,667.00,3269.00,17771.00,52.10,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1299,539.03,10.67,14.82,677.00,8159.04,13115.00,42.30,2.00,2.00,0.00,0.00
1.00,major_purchase,0.0775,312.22,10.09,0.00,787.00,3809.04,5028.00,12.10,0.00,0.00,0.00,1.00
1.00,all_other,0.1078,70.17,9.31,19.15,692.00,2399.04,1.00,0.20,2.00,0.00,1.00,1.00
1.00,debt_consolidation,0.1078,440.57,10.52,12.58,702.00,2130.00,10251.00,33.00,0.00,0.00,0.00,0.00
1.00,all_other,0.0920,175.42,10.52,16.74,727.00,4590.04,6566.00,48.60,1.00,0.00,0.00,0.00
1.00,all_other,0.1046,194.91,10.82,5.06,687.00,4464.00,9516.00,63.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1172,165.41,11.00,0.00,672.00,2520.00,2126.00,6.40,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1330,406.07,10.71,4.67,662.00,2849.00,7209.00,38.10,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1172,82.71,11.03,19.29,677.00,4319.00,7180.00,34.40,3.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0838,189.08,10.61,12.50,727.00,2550.00,7386.00,42.40,0.00,0.00,0.00,0.00
1.00,all_other,0.0712,57.23,10.46,11.59,772.00,5970.04,6035.00,19.00,0.00,0.00,0.00,0.00
1.00,small_business,0.1330,338.39,11.70,6.31,662.00,6150.00,28653.00,89.30,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1204,498.51,11.51,15.82,682.00,9150.00,49459.00,88.80,1.00,2.00,0.00,0.00
1.00,credit_card,0.1267,737.78,11.41,13.04,697.00,5100.00,22738.00,30.80,0.00,1.00,0.00,0.00
1.00,credit_card,0.0920,306.18,11.03,13.12,742.00,5250.04,24406.00,40.30,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0951,592.70,10.34,16.49,747.00,4260.04,25946.00,37.90,0.00,0.00,0.00,0.00
1.00,all_other,0.1014,611.10,10.69,9.79,732.00,5940.04,0.00,0.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0951,461.35,11.39,9.96,732.00,5250.04,4765.00,16.50,0.00,0.00,1.00,0.00
1.00,debt_consolidation,0.1583,841.76,11.23,15.38,662.00,3420.04,15222.00,77.30,0.00,2.00,0.00,0.00
1.00,small_business,0.1078,244.76,11.35,1.78,687.00,9480.00,8035.00,50.50,1.00,1.00,1.00,0.00
1.00,debt_consolidation,0.1014,452.67,11.23,16.54,722.00,4800.00,14214.00,39.40,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1046,649.68,11.66,16.20,732.00,5129.00,23442.00,42.10,2.00,0.00,0.00,0.00
1.00,credit_card,0.0838,226.89,12.07,15.11,742.00,4919.04,101443.00,13.70,6.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1204,498.51,11.51,14.32,677.00,4439.00,25988.00,98.80,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1615,880.78,11.64,24.84,682.00,7619.00,51039.00,93.80,0.00,1.00,0.00,1.00
1.00,debt_consolidation,0.1141,658.67,10.97,10.14,702.00,5999.04,23370.00,70.00,1.00,0.00,0.00,0.00
1.00,all_other,0.1172,231.57,12.21,15.46,692.00,6629.00,119420.00,95.10,0.00,0.00,0.00,0.00
1.00,all_other,0.1014,258.67,10.82,8.78,702.00,3946.00,0.00,0.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1109,157.36,10.74,11.37,677.00,2729.04,15564.00,56.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1236,300.48,11.35,21.80,677.00,5069.00,13686.00,48.70,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1141,658.67,12.83,0.63,702.00,6330.04,6921.00,0.00,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1014,129.34,10.49,7.07,697.00,1560.04,4220.00,53.40,2.00,0.00,0.00,0.00
1.00,all_other,0.1393,170.72,11.18,22.57,662.00,2940.00,29877.00,75.60,2.00,0.00,0.00,0.00
1.00,credit_card,0.1330,101.52,10.47,24.79,697.00,5569.00,21573.00,73.70,1.00,0.00,0.00,1.00
1.00,small_business,0.1078,365.51,11.29,7.56,697.00,4980.04,18316.00,81.00,1.00,1.00,0.00,1.00
1.00,small_business,0.0775,337.19,10.09,10.10,782.00,5400.00,1458.00,18.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0920,382.72,10.60,10.14,747.00,7800.04,3179.00,11.00,1.00,0.00,1.00,0.00
1.00,debt_consolidation,0.0838,403.36,11.08,7.26,757.00,5580.04,4365.00,51.40,0.00,0.00,0.00,0.00
1.00,credit_card,0.0775,305.97,11.00,9.20,797.00,6270.00,209.00,1.90,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1330,676.78,10.82,20.42,692.00,7710.00,12573.00,71.80,2.00,1.00,0.00,0.00
1.00,credit_card,0.1236,767.89,11.46,16.07,702.00,2580.00,806.00,10.30,2.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1109,491.73,10.37,4.80,697.00,3480.04,4134.00,39.40,1.00,0.00,0.00,1.00
1.00,debt_consolidation,0.1172,496.22,11.10,2.42,682.00,6329.04,0.00,0.00,1.00,0.00,0.00,0.00
1.00,credit_card,0.1078,228.45,11.15,16.51,692.00,5009.04,22157.00,98.00,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1109,819.54,11.41,17.11,722.00,6539.00,54925.00,97.80,0.00,0.00,0.00,0.00
1.00,credit_card,0.1078,261.08,11.26,16.75,692.00,4290.04,50908.00,37.10,0.00,2.00,0.00,0.00
1.00,credit_card,0.1078,81.59,11.58,16.37,682.00,9960.04,16164.00,80.00,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1078,278.22,11.61,18.58,702.00,7230.00,14046.00,80.30,0.00,0.00,0.00,1.00
1.00,debt_consolidation,0.0775,312.22,10.01,5.24,792.00,5010.04,4767.00,8.70,0.00,0.00,0.00,0.00
1.00,all_other,0.1141,59.28,11.20,21.01,692.00,2580.00,23882.00,89.80,0.00,0.00,0.00,0.00
1.00,educational,0.0807,376.43,9.90,8.88,782.00,8160.04,674.00,2.60,1.00,0.00,0.00,0.00
1.00,small_business,0.0983,804.69,11.18,8.98,757.00,4619.04,56842.00,14.40,6.00,0.00,0.00,0.00
1.00,home_improvement,0.1046,812.09,12.13,1.88,727.00,10199.00,19948.00,77.00,2.00,0.00,0.00,0.00
1.00,home_improvement,0.1078,130.54,10.82,15.50,687.00,8369.00,10979.00,37.20,0.00,2.00,0.00,0.00
1.00,debt_consolidation,0.1141,329.34,10.60,15.93,692.00,3539.04,14643.00,76.40,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1172,99.25,10.92,12.85,682.00,2670.04,15680.00,89.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1362,381.58,10.31,19.52,667.00,4412.00,16670.00,71.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.1078,310.03,11.22,8.22,697.00,3707.00,2624.00,48.60,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0838,78.78,10.34,10.61,722.00,7089.04,2773.00,10.80,1.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0951,608.72,11.14,11.29,767.00,9179.00,2279.00,20.70,3.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0983,386.25,11.26,15.74,722.00,4379.00,28110.00,31.90,0.00,0.00,0.00,0.00
1.00,small_business,0.0920,669.76,12.38,2.70,792.00,9029.04,997.00,1.20,2.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0920,478.40,10.92,12.28,747.00,7380.00,2787.00,2.30,1.00,0.00,0.00,0.00
1.00,all_other,0.0838,567.22,11.07,5.25,772.00,3540.04,1612.00,12.10,4.00,0.00,0.00,1.00
1.00,credit_card,0.1488,346.07,11.08,23.89,672.00,7260.00,10214.00,65.10,1.00,2.00,1.00,0.00
1.00,debt_consolidation,0.1425,685.99,10.78,2.10,672.00,3870.04,19892.00,83.60,2.00,0.00,0.00,0.00
1.00,all_other,0.0920,255.15,10.46,1.03,727.00,1230.04,1834.00,12.80,1.00,0.00,0.00,0.00
1.00,home_improvement,0.1204,498.51,12.22,17.08,682.00,5820.00,108397.00,67.30,3.00,0.00,0.00,0.00
1.00,home_improvement,0.0775,124.89,11.08,9.25,757.00,5010.04,3348.00,5.30,0.00,0.00,0.00,0.00
1.00,all_other,0.0743,217.52,10.40,10.04,772.00,3630.00,983.00,2.10,1.00,0.00,0.00,0.00
1.00,all_other,0.0983,241.41,11.07,0.58,712.00,5430.00,603.00,30.10,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.1330,406.07,10.82,24.22,692.00,6509.00,13662.00,60.70,0.00,1.00,0.00,0.00
1.00,debt_consolidation,0.0600,467.45,11.04,15.28,687.00,4652.04,26044.00,34.50,3.00,0.00,0.00,0.00
1.00,credit_card,0.0983,386.25,10.13,16.75,732.00,4918.04,16212.00,50.70,0.00,0.00,0.00,0.00
1.00,debt_consolidation,0.0983,257.50,10.49,21.33,762.00,6300.04,8516.00,11.10,0.00,0.00,0.00,0.00
